start,end,type,confidence
HYP_960d26,EXP_c30439,hypothesis_to_experiment,0.7
HYP_960d26,EXP_3ed20e,hypothesis_to_experiment,0.7
HYP_960d26,EXP_e84a33,hypothesis_to_experiment,0.7
HYP_960d26,EXP_9425c9,hypothesis_to_experiment,0.7
HYP_960d26,EXP_553e8d,hypothesis_to_experiment,0.7
HYP_960d26,EXP_7880ef,hypothesis_to_experiment,0.7
HYP_960d26,EXP_1e6f84,hypothesis_to_experiment,0.7
HYP_960d26,EXP_39f76d,hypothesis_to_experiment,0.7
HYP_960d26,EXP_85402b,hypothesis_to_experiment,0.7
HYP_960d26,EXP_896fd8,hypothesis_to_experiment,0.7
HYP_960d26,EXP_5b0810,hypothesis_to_experiment,0.7
HYP_960d26,EXP_fb6473,hypothesis_to_experiment,0.7
HYP_960d26,EXP_297549,hypothesis_to_experiment,0.7
HYP_960d26,EXP_ce1fe7,hypothesis_to_experiment,0.7
HYP_960d26,EXP_ba47a6,hypothesis_to_experiment,0.7
HYP_960d26,EXP_0c2d4a,hypothesis_to_experiment,0.7
HYP_960d26,EXP_e268bf,hypothesis_to_experiment,0.7
HYP_960d26,EXP_1ce55f,hypothesis_to_experiment,0.7
HYP_960d26,EXP_3f7733,hypothesis_to_experiment,0.7
HYP_960d26,EXP_73528a,hypothesis_to_experiment,0.7
HYP_960d26,EXP_68a3fa,hypothesis_to_experiment,0.7
EXP_c30439,DAT_409b58,experiment_to_dataset,0.7
EXP_c30439,DAT_a57533,experiment_to_dataset,0.7
EXP_c30439,DAT_1be135,experiment_to_dataset,0.7
EXP_c30439,DAT_d0f272,experiment_to_dataset,0.7
EXP_c30439,DAT_fc35a8,experiment_to_dataset,0.7
EXP_c30439,DAT_ddaef4,experiment_to_dataset,0.7
EXP_c30439,DAT_2ef710,experiment_to_dataset,0.7
EXP_c30439,DAT_831141,experiment_to_dataset,0.7
EXP_c30439,DAT_eeaa7d,experiment_to_dataset,0.7
EXP_c30439,DAT_779fa5,experiment_to_dataset,0.7
EXP_c30439,DAT_81cfc7,experiment_to_dataset,0.7
EXP_c30439,DAT_7b0b32,experiment_to_dataset,0.7
EXP_c30439,DAT_451967,experiment_to_dataset,0.7
EXP_c30439,DAT_d88a4b,experiment_to_dataset,0.7
EXP_c30439,DAT_461690,experiment_to_dataset,0.7
EXP_c30439,DAT_bc7d78,experiment_to_dataset,0.7
EXP_c30439,DAT_424973,experiment_to_dataset,0.7
EXP_c30439,DAT_8cf8ac,experiment_to_dataset,0.7
EXP_c30439,DAT_c53843,experiment_to_dataset,0.7
EXP_c30439,DAT_0bd55f,experiment_to_dataset,0.7
EXP_c30439,DAT_db1b88,experiment_to_dataset,0.7
EXP_c30439,DAT_7858c5,experiment_to_dataset,0.7
EXP_c30439,DAT_128e7a,experiment_to_dataset,0.7
EXP_c30439,DAT_48101b,experiment_to_dataset,0.7
EXP_c30439,DAT_474bd6,experiment_to_dataset,0.7
EXP_c30439,DAT_68672b,experiment_to_dataset,0.7
EXP_c30439,DAT_b5778b,experiment_to_dataset,0.7
EXP_c30439,DAT_aadaa6,experiment_to_dataset,0.7
EXP_c30439,DAT_4f7f37,experiment_to_dataset,0.7
EXP_c30439,DAT_60c8bb,experiment_to_dataset,0.7
EXP_c30439,DAT_5391a0,experiment_to_dataset,0.7
EXP_c30439,DAT_67299e,experiment_to_dataset,0.7
EXP_c30439,DAT_65a6c1,experiment_to_dataset,0.7
EXP_c30439,DAT_33d66d,experiment_to_dataset,0.7
EXP_c30439,DAT_c3b81e,experiment_to_dataset,0.7
EXP_c30439,DAT_45398e,experiment_to_dataset,0.7
EXP_c30439,DAT_9ee783,experiment_to_dataset,0.7
EXP_c30439,DAT_c850d3,experiment_to_dataset,0.7
EXP_c30439,DAT_122ba2,experiment_to_dataset,0.7
EXP_c30439,DAT_bbc354,experiment_to_dataset,0.7
EXP_c30439,DAT_d277a2,experiment_to_dataset,0.7
EXP_c30439,DAT_ebb56b,experiment_to_dataset,0.7
EXP_c30439,DAT_5598ed,experiment_to_dataset,0.7
EXP_c30439,DAT_2bfd93,experiment_to_dataset,0.7
EXP_c30439,DAT_4c0201,experiment_to_dataset,0.7
EXP_c30439,DAT_586a3c,experiment_to_dataset,0.7
EXP_c30439,DAT_91b96a,experiment_to_dataset,0.7
EXP_c30439,DAT_0b0253,experiment_to_dataset,0.7
EXP_c30439,DAT_1321be,experiment_to_dataset,0.7
EXP_c30439,DAT_ba9389,experiment_to_dataset,0.7
EXP_c30439,DAT_57c632,experiment_to_dataset,0.7
EXP_c30439,DAT_2fa2f1,experiment_to_dataset,0.7
EXP_c30439,DAT_c9fb10,experiment_to_dataset,0.7
EXP_3ed20e,DAT_409b58,experiment_to_dataset,0.7
EXP_3ed20e,DAT_a57533,experiment_to_dataset,0.7
EXP_3ed20e,DAT_1be135,experiment_to_dataset,0.7
EXP_3ed20e,DAT_d0f272,experiment_to_dataset,0.7
EXP_3ed20e,DAT_fc35a8,experiment_to_dataset,0.7
EXP_3ed20e,DAT_ddaef4,experiment_to_dataset,0.7
EXP_3ed20e,DAT_2ef710,experiment_to_dataset,0.7
EXP_3ed20e,DAT_831141,experiment_to_dataset,0.7
EXP_3ed20e,DAT_eeaa7d,experiment_to_dataset,0.7
EXP_3ed20e,DAT_779fa5,experiment_to_dataset,0.7
EXP_3ed20e,DAT_81cfc7,experiment_to_dataset,0.7
EXP_3ed20e,DAT_7b0b32,experiment_to_dataset,0.7
EXP_3ed20e,DAT_451967,experiment_to_dataset,0.7
EXP_3ed20e,DAT_d88a4b,experiment_to_dataset,0.7
EXP_3ed20e,DAT_461690,experiment_to_dataset,0.7
EXP_3ed20e,DAT_bc7d78,experiment_to_dataset,0.7
EXP_3ed20e,DAT_424973,experiment_to_dataset,0.7
EXP_3ed20e,DAT_8cf8ac,experiment_to_dataset,0.7
EXP_3ed20e,DAT_c53843,experiment_to_dataset,0.7
EXP_3ed20e,DAT_0bd55f,experiment_to_dataset,0.7
EXP_3ed20e,DAT_db1b88,experiment_to_dataset,0.7
EXP_3ed20e,DAT_7858c5,experiment_to_dataset,0.7
EXP_3ed20e,DAT_128e7a,experiment_to_dataset,0.7
EXP_3ed20e,DAT_48101b,experiment_to_dataset,0.7
EXP_3ed20e,DAT_474bd6,experiment_to_dataset,0.7
EXP_3ed20e,DAT_68672b,experiment_to_dataset,0.7
EXP_3ed20e,DAT_b5778b,experiment_to_dataset,0.7
EXP_3ed20e,DAT_aadaa6,experiment_to_dataset,0.7
EXP_3ed20e,DAT_4f7f37,experiment_to_dataset,0.7
EXP_3ed20e,DAT_60c8bb,experiment_to_dataset,0.7
EXP_3ed20e,DAT_5391a0,experiment_to_dataset,0.7
EXP_3ed20e,DAT_67299e,experiment_to_dataset,0.7
EXP_3ed20e,DAT_65a6c1,experiment_to_dataset,0.7
EXP_3ed20e,DAT_33d66d,experiment_to_dataset,0.7
EXP_3ed20e,DAT_c3b81e,experiment_to_dataset,0.7
EXP_3ed20e,DAT_45398e,experiment_to_dataset,0.7
EXP_3ed20e,DAT_9ee783,experiment_to_dataset,0.7
EXP_3ed20e,DAT_c850d3,experiment_to_dataset,0.7
EXP_3ed20e,DAT_122ba2,experiment_to_dataset,0.7
EXP_3ed20e,DAT_bbc354,experiment_to_dataset,0.7
EXP_3ed20e,DAT_d277a2,experiment_to_dataset,0.7
EXP_3ed20e,DAT_ebb56b,experiment_to_dataset,0.7
EXP_3ed20e,DAT_5598ed,experiment_to_dataset,0.7
EXP_3ed20e,DAT_2bfd93,experiment_to_dataset,0.7
EXP_3ed20e,DAT_4c0201,experiment_to_dataset,0.7
EXP_3ed20e,DAT_586a3c,experiment_to_dataset,0.7
EXP_3ed20e,DAT_91b96a,experiment_to_dataset,0.7
EXP_3ed20e,DAT_0b0253,experiment_to_dataset,0.7
EXP_3ed20e,DAT_1321be,experiment_to_dataset,0.7
EXP_3ed20e,DAT_ba9389,experiment_to_dataset,0.7
EXP_3ed20e,DAT_57c632,experiment_to_dataset,0.7
EXP_3ed20e,DAT_2fa2f1,experiment_to_dataset,0.7
EXP_3ed20e,DAT_c9fb10,experiment_to_dataset,0.7
EXP_e84a33,DAT_409b58,experiment_to_dataset,0.7
EXP_e84a33,DAT_a57533,experiment_to_dataset,0.7
EXP_e84a33,DAT_1be135,experiment_to_dataset,0.7
EXP_e84a33,DAT_d0f272,experiment_to_dataset,0.7
EXP_e84a33,DAT_fc35a8,experiment_to_dataset,0.7
EXP_e84a33,DAT_ddaef4,experiment_to_dataset,0.7
EXP_e84a33,DAT_2ef710,experiment_to_dataset,0.7
EXP_e84a33,DAT_831141,experiment_to_dataset,0.7
EXP_e84a33,DAT_eeaa7d,experiment_to_dataset,0.7
EXP_e84a33,DAT_779fa5,experiment_to_dataset,0.7
EXP_e84a33,DAT_81cfc7,experiment_to_dataset,0.7
EXP_e84a33,DAT_7b0b32,experiment_to_dataset,0.7
EXP_e84a33,DAT_451967,experiment_to_dataset,0.7
EXP_e84a33,DAT_d88a4b,experiment_to_dataset,0.7
EXP_e84a33,DAT_461690,experiment_to_dataset,0.7
EXP_e84a33,DAT_bc7d78,experiment_to_dataset,0.7
EXP_e84a33,DAT_424973,experiment_to_dataset,0.7
EXP_e84a33,DAT_8cf8ac,experiment_to_dataset,0.7
EXP_e84a33,DAT_c53843,experiment_to_dataset,0.7
EXP_e84a33,DAT_0bd55f,experiment_to_dataset,0.7
EXP_e84a33,DAT_db1b88,experiment_to_dataset,0.7
EXP_e84a33,DAT_7858c5,experiment_to_dataset,0.7
EXP_e84a33,DAT_128e7a,experiment_to_dataset,0.7
EXP_e84a33,DAT_48101b,experiment_to_dataset,0.7
EXP_e84a33,DAT_474bd6,experiment_to_dataset,0.7
EXP_e84a33,DAT_68672b,experiment_to_dataset,0.7
EXP_e84a33,DAT_b5778b,experiment_to_dataset,0.7
EXP_e84a33,DAT_aadaa6,experiment_to_dataset,0.7
EXP_e84a33,DAT_4f7f37,experiment_to_dataset,0.7
EXP_e84a33,DAT_60c8bb,experiment_to_dataset,0.7
EXP_e84a33,DAT_5391a0,experiment_to_dataset,0.7
EXP_e84a33,DAT_67299e,experiment_to_dataset,0.7
EXP_e84a33,DAT_65a6c1,experiment_to_dataset,0.7
EXP_e84a33,DAT_33d66d,experiment_to_dataset,0.7
EXP_e84a33,DAT_c3b81e,experiment_to_dataset,0.7
EXP_e84a33,DAT_45398e,experiment_to_dataset,0.7
EXP_e84a33,DAT_9ee783,experiment_to_dataset,0.7
EXP_e84a33,DAT_c850d3,experiment_to_dataset,0.7
EXP_e84a33,DAT_122ba2,experiment_to_dataset,0.7
EXP_e84a33,DAT_bbc354,experiment_to_dataset,0.7
EXP_e84a33,DAT_d277a2,experiment_to_dataset,0.7
EXP_e84a33,DAT_ebb56b,experiment_to_dataset,0.7
EXP_e84a33,DAT_5598ed,experiment_to_dataset,0.7
EXP_e84a33,DAT_2bfd93,experiment_to_dataset,0.7
EXP_e84a33,DAT_4c0201,experiment_to_dataset,0.7
EXP_e84a33,DAT_586a3c,experiment_to_dataset,0.7
EXP_e84a33,DAT_91b96a,experiment_to_dataset,0.7
EXP_e84a33,DAT_0b0253,experiment_to_dataset,0.7
EXP_e84a33,DAT_1321be,experiment_to_dataset,0.7
EXP_e84a33,DAT_ba9389,experiment_to_dataset,0.7
EXP_e84a33,DAT_57c632,experiment_to_dataset,0.7
EXP_e84a33,DAT_2fa2f1,experiment_to_dataset,0.7
EXP_e84a33,DAT_c9fb10,experiment_to_dataset,0.7
EXP_9425c9,DAT_409b58,experiment_to_dataset,0.7
EXP_9425c9,DAT_a57533,experiment_to_dataset,0.7
EXP_9425c9,DAT_1be135,experiment_to_dataset,0.7
EXP_9425c9,DAT_d0f272,experiment_to_dataset,0.7
EXP_9425c9,DAT_fc35a8,experiment_to_dataset,0.7
EXP_9425c9,DAT_ddaef4,experiment_to_dataset,0.7
EXP_9425c9,DAT_2ef710,experiment_to_dataset,0.7
EXP_9425c9,DAT_831141,experiment_to_dataset,0.7
EXP_9425c9,DAT_eeaa7d,experiment_to_dataset,0.7
EXP_9425c9,DAT_779fa5,experiment_to_dataset,0.7
EXP_9425c9,DAT_81cfc7,experiment_to_dataset,0.7
EXP_9425c9,DAT_7b0b32,experiment_to_dataset,0.7
EXP_9425c9,DAT_451967,experiment_to_dataset,0.7
EXP_9425c9,DAT_d88a4b,experiment_to_dataset,0.7
EXP_9425c9,DAT_461690,experiment_to_dataset,0.7
EXP_9425c9,DAT_bc7d78,experiment_to_dataset,0.7
EXP_9425c9,DAT_424973,experiment_to_dataset,0.7
EXP_9425c9,DAT_8cf8ac,experiment_to_dataset,0.7
EXP_9425c9,DAT_c53843,experiment_to_dataset,0.7
EXP_9425c9,DAT_0bd55f,experiment_to_dataset,0.7
EXP_9425c9,DAT_db1b88,experiment_to_dataset,0.7
EXP_9425c9,DAT_7858c5,experiment_to_dataset,0.7
EXP_9425c9,DAT_128e7a,experiment_to_dataset,0.7
EXP_9425c9,DAT_48101b,experiment_to_dataset,0.7
EXP_9425c9,DAT_474bd6,experiment_to_dataset,0.7
EXP_9425c9,DAT_68672b,experiment_to_dataset,0.7
EXP_9425c9,DAT_b5778b,experiment_to_dataset,0.7
EXP_9425c9,DAT_aadaa6,experiment_to_dataset,0.7
EXP_9425c9,DAT_4f7f37,experiment_to_dataset,0.7
EXP_9425c9,DAT_60c8bb,experiment_to_dataset,0.7
EXP_9425c9,DAT_5391a0,experiment_to_dataset,0.7
EXP_9425c9,DAT_67299e,experiment_to_dataset,0.7
EXP_9425c9,DAT_65a6c1,experiment_to_dataset,0.7
EXP_9425c9,DAT_33d66d,experiment_to_dataset,0.7
EXP_9425c9,DAT_c3b81e,experiment_to_dataset,0.7
EXP_9425c9,DAT_45398e,experiment_to_dataset,0.7
EXP_9425c9,DAT_9ee783,experiment_to_dataset,0.7
EXP_9425c9,DAT_c850d3,experiment_to_dataset,0.7
EXP_9425c9,DAT_122ba2,experiment_to_dataset,0.7
EXP_9425c9,DAT_bbc354,experiment_to_dataset,0.7
EXP_9425c9,DAT_d277a2,experiment_to_dataset,0.7
EXP_9425c9,DAT_ebb56b,experiment_to_dataset,0.7
EXP_9425c9,DAT_5598ed,experiment_to_dataset,0.7
EXP_9425c9,DAT_2bfd93,experiment_to_dataset,0.7
EXP_9425c9,DAT_4c0201,experiment_to_dataset,0.7
EXP_9425c9,DAT_586a3c,experiment_to_dataset,0.7
EXP_9425c9,DAT_91b96a,experiment_to_dataset,0.7
EXP_9425c9,DAT_0b0253,experiment_to_dataset,0.7
EXP_9425c9,DAT_1321be,experiment_to_dataset,0.7
EXP_9425c9,DAT_ba9389,experiment_to_dataset,0.7
EXP_9425c9,DAT_57c632,experiment_to_dataset,0.7
EXP_9425c9,DAT_2fa2f1,experiment_to_dataset,0.7
EXP_9425c9,DAT_c9fb10,experiment_to_dataset,0.7
EXP_553e8d,DAT_409b58,experiment_to_dataset,0.7
EXP_553e8d,DAT_a57533,experiment_to_dataset,0.7
EXP_553e8d,DAT_1be135,experiment_to_dataset,0.7
EXP_553e8d,DAT_d0f272,experiment_to_dataset,0.7
EXP_553e8d,DAT_fc35a8,experiment_to_dataset,0.7
EXP_553e8d,DAT_ddaef4,experiment_to_dataset,0.7
EXP_553e8d,DAT_2ef710,experiment_to_dataset,0.7
EXP_553e8d,DAT_831141,experiment_to_dataset,0.7
EXP_553e8d,DAT_eeaa7d,experiment_to_dataset,0.7
EXP_553e8d,DAT_779fa5,experiment_to_dataset,0.7
EXP_553e8d,DAT_81cfc7,experiment_to_dataset,0.7
EXP_553e8d,DAT_7b0b32,experiment_to_dataset,0.7
EXP_553e8d,DAT_451967,experiment_to_dataset,0.7
EXP_553e8d,DAT_d88a4b,experiment_to_dataset,0.7
EXP_553e8d,DAT_461690,experiment_to_dataset,0.7
EXP_553e8d,DAT_bc7d78,experiment_to_dataset,0.7
EXP_553e8d,DAT_424973,experiment_to_dataset,0.7
EXP_553e8d,DAT_8cf8ac,experiment_to_dataset,0.7
EXP_553e8d,DAT_c53843,experiment_to_dataset,0.7
EXP_553e8d,DAT_0bd55f,experiment_to_dataset,0.7
EXP_553e8d,DAT_db1b88,experiment_to_dataset,0.7
EXP_553e8d,DAT_7858c5,experiment_to_dataset,0.7
EXP_553e8d,DAT_128e7a,experiment_to_dataset,0.7
EXP_553e8d,DAT_48101b,experiment_to_dataset,0.7
EXP_553e8d,DAT_474bd6,experiment_to_dataset,0.7
EXP_553e8d,DAT_68672b,experiment_to_dataset,0.7
EXP_553e8d,DAT_b5778b,experiment_to_dataset,0.7
EXP_553e8d,DAT_aadaa6,experiment_to_dataset,0.7
EXP_553e8d,DAT_4f7f37,experiment_to_dataset,0.7
EXP_553e8d,DAT_60c8bb,experiment_to_dataset,0.7
EXP_553e8d,DAT_5391a0,experiment_to_dataset,0.7
EXP_553e8d,DAT_67299e,experiment_to_dataset,0.7
EXP_553e8d,DAT_65a6c1,experiment_to_dataset,0.7
EXP_553e8d,DAT_33d66d,experiment_to_dataset,0.7
EXP_553e8d,DAT_c3b81e,experiment_to_dataset,0.7
EXP_553e8d,DAT_45398e,experiment_to_dataset,0.7
EXP_553e8d,DAT_9ee783,experiment_to_dataset,0.7
EXP_553e8d,DAT_c850d3,experiment_to_dataset,0.7
EXP_553e8d,DAT_122ba2,experiment_to_dataset,0.7
EXP_553e8d,DAT_bbc354,experiment_to_dataset,0.7
EXP_553e8d,DAT_d277a2,experiment_to_dataset,0.7
EXP_553e8d,DAT_ebb56b,experiment_to_dataset,0.7
EXP_553e8d,DAT_5598ed,experiment_to_dataset,0.7
EXP_553e8d,DAT_2bfd93,experiment_to_dataset,0.7
EXP_553e8d,DAT_4c0201,experiment_to_dataset,0.7
EXP_553e8d,DAT_586a3c,experiment_to_dataset,0.7
EXP_553e8d,DAT_91b96a,experiment_to_dataset,0.7
EXP_553e8d,DAT_0b0253,experiment_to_dataset,0.7
EXP_553e8d,DAT_1321be,experiment_to_dataset,0.7
EXP_553e8d,DAT_ba9389,experiment_to_dataset,0.7
EXP_553e8d,DAT_57c632,experiment_to_dataset,0.7
EXP_553e8d,DAT_2fa2f1,experiment_to_dataset,0.7
EXP_553e8d,DAT_c9fb10,experiment_to_dataset,0.7
EXP_7880ef,DAT_409b58,experiment_to_dataset,0.7
EXP_7880ef,DAT_a57533,experiment_to_dataset,0.7
EXP_7880ef,DAT_1be135,experiment_to_dataset,0.7
EXP_7880ef,DAT_d0f272,experiment_to_dataset,0.7
EXP_7880ef,DAT_fc35a8,experiment_to_dataset,0.7
EXP_7880ef,DAT_ddaef4,experiment_to_dataset,0.7
EXP_7880ef,DAT_2ef710,experiment_to_dataset,0.7
EXP_7880ef,DAT_831141,experiment_to_dataset,0.7
EXP_7880ef,DAT_eeaa7d,experiment_to_dataset,0.7
EXP_7880ef,DAT_779fa5,experiment_to_dataset,0.7
EXP_7880ef,DAT_81cfc7,experiment_to_dataset,0.7
EXP_7880ef,DAT_7b0b32,experiment_to_dataset,0.7
EXP_7880ef,DAT_451967,experiment_to_dataset,0.7
EXP_7880ef,DAT_d88a4b,experiment_to_dataset,0.7
EXP_7880ef,DAT_461690,experiment_to_dataset,0.7
EXP_7880ef,DAT_bc7d78,experiment_to_dataset,0.7
EXP_7880ef,DAT_424973,experiment_to_dataset,0.7
EXP_7880ef,DAT_8cf8ac,experiment_to_dataset,0.7
EXP_7880ef,DAT_c53843,experiment_to_dataset,0.7
EXP_7880ef,DAT_0bd55f,experiment_to_dataset,0.7
EXP_7880ef,DAT_db1b88,experiment_to_dataset,0.7
EXP_7880ef,DAT_7858c5,experiment_to_dataset,0.7
EXP_7880ef,DAT_128e7a,experiment_to_dataset,0.7
EXP_7880ef,DAT_48101b,experiment_to_dataset,0.7
EXP_7880ef,DAT_474bd6,experiment_to_dataset,0.7
EXP_7880ef,DAT_68672b,experiment_to_dataset,0.7
EXP_7880ef,DAT_b5778b,experiment_to_dataset,0.7
EXP_7880ef,DAT_aadaa6,experiment_to_dataset,0.7
EXP_7880ef,DAT_4f7f37,experiment_to_dataset,0.7
EXP_7880ef,DAT_60c8bb,experiment_to_dataset,0.7
EXP_7880ef,DAT_5391a0,experiment_to_dataset,0.7
EXP_7880ef,DAT_67299e,experiment_to_dataset,0.7
EXP_7880ef,DAT_65a6c1,experiment_to_dataset,0.7
EXP_7880ef,DAT_33d66d,experiment_to_dataset,0.7
EXP_7880ef,DAT_c3b81e,experiment_to_dataset,0.7
EXP_7880ef,DAT_45398e,experiment_to_dataset,0.7
EXP_7880ef,DAT_9ee783,experiment_to_dataset,0.7
EXP_7880ef,DAT_c850d3,experiment_to_dataset,0.7
EXP_7880ef,DAT_122ba2,experiment_to_dataset,0.7
EXP_7880ef,DAT_bbc354,experiment_to_dataset,0.7
EXP_7880ef,DAT_d277a2,experiment_to_dataset,0.7
EXP_7880ef,DAT_ebb56b,experiment_to_dataset,0.7
EXP_7880ef,DAT_5598ed,experiment_to_dataset,0.7
EXP_7880ef,DAT_2bfd93,experiment_to_dataset,0.7
EXP_7880ef,DAT_4c0201,experiment_to_dataset,0.7
EXP_7880ef,DAT_586a3c,experiment_to_dataset,0.7
EXP_7880ef,DAT_91b96a,experiment_to_dataset,0.7
EXP_7880ef,DAT_0b0253,experiment_to_dataset,0.7
EXP_7880ef,DAT_1321be,experiment_to_dataset,0.7
EXP_7880ef,DAT_ba9389,experiment_to_dataset,0.7
EXP_7880ef,DAT_57c632,experiment_to_dataset,0.7
EXP_7880ef,DAT_2fa2f1,experiment_to_dataset,0.7
EXP_7880ef,DAT_c9fb10,experiment_to_dataset,0.7
EXP_1e6f84,DAT_409b58,experiment_to_dataset,0.7
EXP_1e6f84,DAT_a57533,experiment_to_dataset,0.7
